EDA,ECG,Label,Left Pupil Diameter (m),Right Pupil Diameter (m),Eye Opening Left,Eye Opening Right,PERCLOS Value,Blinking
4.3004,0.0352,2,0.002626,0.002425,0.0897,0.0630,0.4506,0
4.3001,-0.1371,2,0.002626,0.002425,0.0897,0.0630,0.4505,0
4.3123,-0.2427,2,0.002626,0.002425,0.0897,0.0630,0.4505,0
4.312,-0.2805,2,0.002626,0.002425,0.0897,0.0630,0.4504,0
4.3119,-0.2705,2,0.002626,0.002425,0.0897,0.0630,0.4504,0
4.3198,-0.2357,2,0.002626,0.002425,0.0897,0.0630,0.4504,0
4.3248,-0.2008,2,0.002626,0.002425,0.0897,0.0630,0.4504,0
4.3245,-0.1661,2,0.002626,0.002425,0.0897,0.0630,0.4504,0
4.3249,-0.136,2,0.002626,0.002425,0.0897,0.0737,0.4504,0
4.3321,-0.1111,2,0.002626,0.002425,0.0897,0.0737,0.4503,0
4.3369,-0.085,2,0.002626,0.002425,0.0897,0.0737,0.4503,0
4.3386,-0.0712,2,0.002626,0.002425,0.0897,0.0737,0.4503,0
4.3381,-0.0587,2,0.002626,0.002425,0.0897,0.0737,0.4503,0
4.3388,-0.0449,2,0.002626,0.002425,0.0897,0.0737,0.4503,0
4.3495,-0.0471,2,0.002626,0.002425,0.0897,0.0784,0.4503,0
4.3493,-0.0351,2,0.002626,0.002425,0.0897,0.0784,0.4502,0
4.3491,-0.0318,2,0.002626,0.002425,0.0897,0.0784,0.4502,0
4.3486,-0.0248,2,0.002626,0.002425,0.0897,0.0784,0.4501,0
4.352,-0.0161,2,0.002626,0.002425,0.0897,0.0784,0.4501,0
4.361,-0.0112,2,0.002626,0.002425,0.0897,0.0784,0.4500,0
4.3613,-0.0093,2,0.002626,0.002425,0.0897,0.0784,0.4499,0
4.3611,-0.0027,2,0.002626,0.002425,0.0897,0.0784,0.4499,0
4.3612,-0.0004,2,0.002626,0.002425,0.0897,0.0784,0.4498,0
4.3613,0.0034,2,0.002626,0.002425,0.0897,0.0784,0.4498,0
4.3716,0.0077,2,0.002626,0.002425,0.0897,0.0784,0.4498,0
4.3735,0.0092,2,0.002626,0.002425,0.0897,0.0784,0.4498,0
4.3747,0.0092,2,0.002626,0.002425,0.0897,0.0784,0.4498,0
4.3732,0.0069,2,0.002626,0.002425,0.0897,0.0732,0.4498,0
4.3745,0.008,2,0.002626,0.002425,0.0897,0.0732,0.4497,0
4.3735,0.0265,2,0.002626,0.002425,0.0897,0.0732,0.4497,0
4.3745,0.0563,2,0.002626,0.002425,0.0897,0.0732,0.4496,0
4.3842,0.0835,2,0.002626,0.002425,0.0897,0.0732,0.4496,0
4.3869,0.1062,2,0.002626,0.002425,0.0897,0.0732,0.4495,0
4.3879,0.0577,2,0.002626,0.002425,0.0897,0.0732,0.4495,0
4.3875,-0.0003,2,0.002626,0.002425,0.0897,0.0732,0.4494,0
4.3867,-0.0448,2,0.002626,0.002425,0.0897,0.0732,0.4493,0
4.3867,-0.0705,2,0.002626,0.002425,0.0897,0.0732,0.4493,0
4.3867,-0.0666,2,0.002626,0.002425,0.0897,0.0732,0.4492,0
4.3955,-0.0564,2,0.002626,0.002425,0.0897,0.0732,0.4492,0
4.3971,-0.0503,2,0.002626,0.002425,0.0897,0.0732,0.4492,0
4.3991,0.0065,2,0.002626,0.002425,0.0897,0.0732,0.4492,0
4.3983,0.4603,2,0.002626,0.002425,0.0897,0.0732,0.4492,0
4.3991,0.2532,2,0.002626,0.002425,0.0897,0.0732,0.4492,0
4.3991,-0.2479,2,0.002626,0.002425,0.0897,0.0939,0.4491,0
4.3987,-0.3838,2,0.002626,0.002425,0.0897,0.0939,0.4491,0
4.4094,-0.1213,2,0.002626,0.002425,0.0897,0.0939,0.4490,0
4.4107,-0.0101,2,0.002626,0.002425,0.0897,0.0939,0.4490,0
4.4107,0.0224,2,0.002626,0.002425,0.0897,0.0939,0.4489,0
4.4101,0.056,2,0.002626,0.002425,0.0897,0.0939,0.4489,0
4.4119,0.0648,2,0.002626,0.002425,0.0897,0.0939,0.4489,0
4.4098,0.0629,2,0.002626,0.002425,0.0897,0.0453,0.4489,0
4.412,0.0888,2,0.002626,0.002425,0.0897,0.0902,0.4489,0
4.4159,0.1068,2,0.002626,0.002425,0.0897,0.0902,0.4489,0
4.4235,0.1297,2,0.002626,0.002425,0.0897,0.0902,0.4489,0
4.4235,0.1688,2,0.002626,0.002425,0.0897,0.0902,0.4489,0
4.4233,0.1993,2,0.002626,0.002425,0.0897,0.0822,0.4488,0
4.4229,0.221,2,0.002626,0.002425,0.0897,0.0822,0.4488,0
4.4239,0.2005,2,0.002626,0.002425,0.0897,0.0822,0.4488,0
4.4239,0.0879,2,0.002626,0.002425,0.0897,0.0822,0.4488,0
4.4218,-0.0747,2,0.002626,0.002425,0.0897,0.0822,0.4488,0
4.423,-0.2126,2,0.002626,0.002425,0.0897,0.0570,0.4488,0
4.4222,-0.2727,2,0.002626,0.002425,0.0897,0.0570,0.4488,0
4.435,-0.2738,2,0.002626,0.002425,0.0897,0.0570,0.4488,0
4.4359,-0.2451,2,0.002626,0.002425,0.0897,0.0570,0.4488,0
4.4376,-0.2048,2,0.002626,0.002425,0.0897,0.0570,0.4488,0
4.4359,-0.1651,2,0.002626,0.002425,0.0897,0.0371,0.4488,0
4.4359,-0.1377,2,0.002626,0.002425,0.0897,0.0371,0.4488,0
4.4359,-0.1129,2,0.002626,0.002425,0.0897,0.0371,0.4488,0
4.4361,-0.0859,2,0.002626,0.002425,0.0897,0.0371,0.4488,0
4.4351,-0.0674,2,0.002626,0.002425,0.0897,0.0558,0.4488,0
4.4363,-0.0581,2,0.002626,0.002425,0.0897,0.0558,0.4488,0
4.4355,-0.0486,2,0.002626,0.002425,0.0897,0.0558,0.4488,0
4.4347,-0.0415,2,0.002626,0.002425,0.0897,0.0552,0.4488,0
4.4361,-0.0295,2,0.002626,0.002425,0.0897,0.0628,0.4488,0
4.4443,-0.0207,2,0.002626,0.002425,0.0897,0.0628,0.4488,0
4.4486,-0.0176,2,0.002626,0.002425,0.0897,0.0628,0.4488,0
4.447,-0.0149,2,0.002626,0.002425,0.0897,0.0628,0.4488,0
4.447,-0.006,2,0.002626,0.002425,0.0897,0.0506,0.4487,0
4.4469,-0.005,2,0.002626,0.002425,0.0897,0.0506,0.4486,0
4.447,-0.0026,2,0.002626,0.002425,0.0897,0.0506,0.4486,0
4.4472,0.0086,2,0.002626,0.002425,0.0897,0.0506,0.4485,0
4.4481,0.0103,2,0.002626,0.002425,0.0897,0.0506,0.4485,0
4.447,0.0117,2,0.002626,0.002425,0.0897,0.0506,0.4485,0
4.4474,0.0146,2,0.002626,0.002425,0.0897,0.0477,0.4485,0
4.4484,0.0241,2,0.002626,0.002425,0.0897,0.0654,0.4485,0
4.4479,0.0449,2,0.002626,0.002425,0.0897,0.0654,0.4485,0
4.4472,0.0587,2,0.002626,0.002425,0.0897,0.0654,0.4485,0
4.4483,0.1105,2,0.002626,0.002425,0.0897,0.0654,0.4485,0
4.4485,0.0793,2,0.002626,0.002425,0.0897,0.0753,0.4485,0
4.4472,0.0179,2,0.002626,0.002425,0.0433,0.0753,0.4485,0
4.4476,-0.0256,2,0.002626,0.002425,0.0761,0.0570,0.4485,0
4.4483,-0.0575,2,0.002626,0.002425,0.0773,0.0570,0.4485,0
4.4487,-0.059,2,0.002626,0.002425,0.0580,0.0540,0.4485,0
4.4498,-0.045,2,0.002626,0.002425,0.0480,0.0590,0.4485,0
4.4609,-0.0386,2,0.002626,0.002425,0.0664,0.0754,0.4485,0
4.4596,-0.0402,2,0.002626,0.002425,0.0622,0.0720,0.4485,0
4.4603,0.3736,2,0.002626,0.002425,0.0383,0.0720,0.4485,0
4.4594,0.3747,2,0.002626,0.002425,0.0568,0.0720,0.4485,0
4.4592,-0.1223,2,0.002626,0.002425,0.0885,0.0720,0.4485,0
4.4595,-0.3522,2,0.002626,0.002425,0.0461,0.0650,0.4485,0
4.459,-0.1749,2,0.002626,0.002425,0.0853,0.0650,0.4485,0
4.4601,-0.0118,2,0.002626,0.002425,0.0619,0.0650,0.4485,0
4.4595,0.0285,2,0.002626,0.002425,0.0935,0.0650,0.4485,0
4.46,0.0536,2,0.002626,0.002425,0.0643,0.0650,0.4485,0
4.4598,0.067,2,0.002626,0.002425,0.0750,0.0650,0.4485,0
4.4603,0.0786,2,0.002626,0.002425,0.0750,0.0650,0.4485,0
4.4601,0.0921,2,0.002626,0.002425,0.0750,0.0650,0.4485,0
4.4609,0.1063,2,0.002626,0.002425,0.0750,0.0650,0.4485,0
4.4605,0.1267,2,0.002626,0.002425,0.0787,0.0650,0.4485,0
4.4596,0.1555,2,0.002626,0.002425,0.0787,0.0650,0.4484,0
4.4603,0.1822,2,0.002626,0.002425,0.0787,0.0650,0.4484,0
4.4593,0.2048,2,0.002626,0.002425,0.0787,0.0650,0.4483,0
4.4601,0.1903,2,0.002626,0.002425,0.0787,0.0650,0.4483,0
4.459,0.105,2,0.002626,0.002425,0.0787,0.0650,0.4483,0
4.4598,-0.0514,2,0.002626,0.002425,0.0787,0.0650,0.4483,0
4.4596,-0.1951,2,0.002626,0.002425,0.0787,0.0650,0.4483,0
4.4506,-0.2577,2,0.002626,0.002425,0.0787,0.0650,0.4483,0
4.4481,-0.2665,2,0.002626,0.002425,0.0787,0.0312,0.4482,0
4.4472,-0.2439,2,0.002626,0.002425,0.0787,0.0312,0.4482,0
4.4483,-0.2075,2,0.002626,0.002425,0.0787,0.0312,0.4481,0
4.4473,-0.1761,2,0.002626,0.002425,0.0787,0.0312,0.4481,0
4.4476,-0.1458,2,0.002626,0.002425,0.0787,0.0312,0.4480,0
4.4472,-0.1156,2,0.002626,0.002425,0.0787,0.0312,0.4479,0
4.4473,-0.0912,2,0.002626,0.002425,0.0787,0.0312,0.4479,0
4.4476,-0.0717,2,0.002626,0.002425,0.0787,0.0312,0.4478,0
4.4472,-0.056,2,0.002626,0.002425,0.0787,0.0312,0.4478,0
4.4478,-0.0481,2,0.002626,0.002425,0.0787,0.0312,0.4477,0
4.4485,-0.0397,2,0.002626,0.002425,0.0787,0.0312,0.4477,0
4.4483,-0.0318,2,0.002626,0.002425,0.0787,0.0312,0.4476,0
4.4464,-0.0242,2,0.002626,0.002425,0.0787,0.0312,0.4476,0
4.4474,-0.0204,2,0.002626,0.002425,0.0787,0.0312,0.4475,0
4.447,-0.0157,2,0.002626,0.002425,0.0787,0.0312,0.4475,0
4.4469,-0.01,2,0.002626,0.002425,0.0787,0.0312,0.4474,0
4.4462,-0.0029,2,0.002626,0.002425,0.0787,0.0312,0.4473,0
4.4481,0.0024,2,0.002626,0.002425,0.0787,0.0312,0.4473,0
4.4415,0.0074,2,0.002626,0.002425,0.0787,0.0312,0.4472,0
4.4353,0.0063,2,0.002626,0.002425,0.0787,0.0312,0.4472,0
4.4344,0.0089,2,0.002626,0.002425,0.0787,0.0312,0.4471,0
4.4359,0.0136,2,0.002626,0.002425,0.0787,0.0312,0.4471,0
4.4363,0.0116,2,0.002626,0.002425,0.0787,0.0312,0.4470,0
4.4352,0.0117,2,0.002626,0.002425,0.0787,0.0312,0.4470,0
4.4354,0.016,2,0.002626,0.002425,0.0787,0.0312,0.4469,0
4.4353,0.0373,2,0.002626,0.002425,0.0787,0.0312,0.4469,0
4.4359,0.0521,2,0.002626,0.002425,0.0787,0.0312,0.4468,0
4.4359,0.088,2,0.002626,0.002425,0.0787,0.0312,0.4468,0
4.4367,0.0997,2,0.002626,0.002425,0.0787,0.0312,0.4467,0
4.435,0.0435,2,0.002626,0.002425,0.0787,0.0312,0.4466,0
4.4351,-0.0094,2,0.002626,0.002425,0.0787,0.0312,0.4466,0
4.4355,-0.0554,2,0.002626,0.002425,0.0787,0.0312,0.4465,0
4.4325,-0.0648,2,0.002626,0.002425,0.0787,0.0312,0.4465,0
4.4227,-0.0589,2,0.002626,0.002425,0.0787,0.0312,0.4464,0
4.4228,-0.0472,2,0.002626,0.002425,0.0787,0.0312,0.4464,0
4.4229,-0.0531,2,0.002626,0.002425,0.0787,0.0312,0.4463,0
4.4239,0.0879,2,0.002626,0.002425,0.0787,0.0312,0.4463,0
4.4233,0.5325,2,0.002626,0.002425,0.0787,0.0312,0.4462,0
4.4235,0.1127,2,0.002626,0.002425,0.0787,0.0312,0.4462,0
4.4227,-0.3138,2,0.002626,0.002425,0.0787,0.0312,0.4462,0
4.4228,-0.3036,2,0.002626,0.002425,0.0787,0.0312,0.4462,0
4.4235,-0.064,2,0.002626,0.002425,0.0787,0.0312,0.4462,0
4.4228,0.0073,2,0.002626,0.002425,0.0787,0.0741,0.4462,0
4.4224,0.0364,2,0.002626,0.002425,0.0787,0.0741,0.4461,0
4.4231,0.052,2,0.002626,0.002425,0.0787,0.0741,0.4460,0
4.4198,0.0688,2,0.002626,0.002425,0.0787,0.0741,0.4460,0
4.4107,0.0818,2,0.002626,0.002425,0.0787,0.0741,0.4459,0
4.4117,0.0971,2,0.002626,0.002425,0.0787,0.0741,0.4459,0
4.411,0.1175,2,0.002626,0.002425,0.0787,0.0741,0.4458,0
4.4109,0.1423,2,0.002626,0.002425,0.0787,0.0741,0.4458,0
4.4115,0.1712,2,0.002626,0.002425,0.0787,0.0741,0.4458,0
4.41,0.2027,2,0.002626,0.002425,0.0787,0.0741,0.4458,0
4.4109,0.2122,2,0.002626,0.002425,0.0787,0.0741,0.4458,0
4.4117,0.1735,2,0.002626,0.002425,0.0787,0.0741,0.4458,0
4.4105,0.0481,2,0.002626,0.002425,0.0787,0.0570,0.4458,0
4.4104,-0.116,2,0.002626,0.002425,0.0787,0.0570,0.4458,0
4.4107,-0.2258,2,0.002626,0.002425,0.0787,0.0863,0.4458,0
4.4108,-0.2695,2,0.002626,0.002425,0.0787,0.0863,0.4458,0
4.4056,-0.2582,2,0.002626,0.002425,0.0787,0.0863,0.4458,0
4.3989,-0.2297,2,0.002626,0.002425,0.0787,0.0863,0.4458,0
4.3974,-0.1944,2,0.002626,0.002425,0.0787,0.0554,0.4457,0
4.3985,-0.1611,2,0.002626,0.002425,0.0787,0.0554,0.4457,0
4.3985,-0.1313,2,0.002626,0.002425,0.0787,0.0554,0.4456,0
4.3969,-0.1052,2,0.002626,0.002425,0.0787,0.0554,0.4456,0
4.3982,-0.0834,2,0.002626,0.002425,0.0787,0.0554,0.4455,0
4.3983,-0.067,2,0.002626,0.002425,0.0787,0.0554,0.4455,0
4.3981,-0.0581,2,0.002626,0.002425,0.0787,0.0554,0.4454,0
4.3985,-0.0476,2,0.002626,0.002425,0.0787,0.0554,0.4453,0
4.3983,-0.0402,2,0.002626,0.002425,0.0787,0.0554,0.4453,0
4.3988,-0.0319,2,0.002626,0.002425,0.0787,0.0554,0.4452,0
4.3983,-0.0281,2,0.002626,0.002425,0.0787,0.0554,0.4452,0
4.3938,-0.0235,2,0.002626,0.002425,0.0787,0.0554,0.4451,0
4.3867,-0.0188,2,0.002626,0.002425,0.0787,0.0554,0.4451,0
4.3861,-0.0112,2,0.002626,0.002425,0.0787,0.0554,0.4450,0
4.3854,-0.0067,2,0.002626,0.002425,0.0787,0.0554,0.4450,0
4.3866,-0.0001,2,0.002626,0.002425,0.0787,0.0554,0.4449,0
4.3859,0.002,2,0.002626,0.002425,0.0787,0.0554,0.4449,0
4.3858,0.0052,2,0.002626,0.002425,0.0787,0.0554,0.4449,0
4.3862,0.0104,2,0.002626,0.002425,0.0787,0.0554,0.4449,0
4.3873,0.0098,2,0.002626,0.002425,0.0787,0.0554,0.4449,0
4.3871,0.0074,2,0.002626,0.002425,0.0787,0.0414,0.4449,0
4.3859,0.0078,2,0.002626,0.002425,0.0787,0.0414,0.4448,0
4.3869,0.0113,2,0.002626,0.002425,0.0787,0.0414,0.4448,0
4.3859,0.0142,2,0.002626,0.002425,0.0787,0.0414,0.4448,0
4.3857,0.0136,2,0.002626,0.002425,0.0787,0.0702,0.4448,0
4.3854,0.0105,2,0.002626,0.002425,0.0787,0.0702,0.4448,0
4.373,0.0209,2,0.002626,0.002425,0.0787,0.0702,0.4448,0
4.3745,0.0465,2,0.002626,0.002425,0.0787,0.0702,0.4448,0
4.3743,0.067,2,0.002626,0.002425,0.0787,0.0677,0.4447,0
4.3755,0.1009,2,0.002626,0.002425,0.0787,0.0677,0.4446,0
4.3733,0.0541,2,0.002626,0.002425,0.0787,0.0677,0.4446,0
4.3745,-0.0043,2,0.002626,0.002425,0.0787,0.0677,0.4445,0
4.3745,-0.0452,2,0.002626,0.002425,0.0787,0.0677,0.4445,0
4.3732,-0.0699,2,0.002626,0.002425,0.0787,0.0677,0.4444,0
4.3739,-0.0649,2,0.002626,0.002425,0.0787,0.0677,0.4444,0
4.3735,-0.0533,2,0.002626,0.002425,0.0787,0.0677,0.4443,0
4.3737,-0.0444,2,0.002626,0.002425,0.0787,0.0677,0.4443,0
4.3743,-0.0227,2,0.002626,0.002425,0.0787,0.0677,0.4442,0
4.3745,0.398,2,0.002626,0.002425,0.0787,0.0677,0.4442,0
4.3747,0.3232,2,0.002626,0.002425,0.0787,0.0677,0.4441,0
4.3735,-0.2152,2,0.002626,0.002425,0.0787,0.0677,0.4440,0
4.373,-0.3797,2,0.002626,0.002425,0.0787,0.0677,0.4440,0
4.3737,-0.1394,2,0.002626,0.002425,0.0787,0.0677,0.4439,0
4.3739,-0.0063,2,0.002626,0.002425,0.0787,0.0677,0.4439,0
4.3657,0.0248,2,0.002626,0.002425,0.0787,0.0677,0.4439,0
4.363,0.0456,2,0.002626,0.002425,0.0787,0.0677,0.4439,0
4.3621,0.0581,2,0.002626,0.002425,0.0787,0.0677,0.4439,0
4.3619,0.0719,2,0.002626,0.002425,0.0787,0.0677,0.4439,0
4.3623,0.0871,2,0.002626,0.002425,0.0787,0.0383,0.4438,0
4.3619,0.105,2,0.002626,0.002425,0.0787,0.0383,0.4438,0
4.3629,0.127,2,0.002626,0.002425,0.0787,0.0383,0.4437,0
4.362,0.1565,2,0.002626,0.002425,0.0787,0.0383,0.4437,0
4.3619,0.1863,2,0.002626,0.002425,0.0787,0.0383,0.4436,0
4.3619,0.206,2,0.002626,0.002425,0.0787,0.0383,0.4436,0
4.361,0.1924,2,0.002626,0.002425,0.0787,0.0383,0.4435,0
4.3623,0.1081,2,0.002626,0.002425,0.0787,0.0383,0.4435,0
4.3613,-0.0393,2,0.002626,0.002425,0.0787,0.0383,0.4435,0
4.3613,-0.1853,2,0.002626,0.002425,0.0787,0.0383,0.4435,0
4.3617,-0.2558,2,0.002626,0.002425,0.0787,0.0383,0.4435,0
4.3613,-0.2662,2,0.002626,0.002425,0.0787,0.0634,0.4435,0
4.3616,-0.2461,2,0.002626,0.002425,0.0787,0.0634,0.4435,0
4.3608,-0.2119,2,0.002626,0.002425,0.0787,0.0634,0.4435,0
4.3531,-0.1752,2,0.002626,0.002425,0.0787,0.0634,0.4435,0
4.3496,-0.1438,2,0.002626,0.002425,0.0787,0.0449,0.4434,0
4.3499,-0.1161,2,0.002626,0.002425,0.0787,0.0449,0.4434,0
4.3495,-0.0946,2,0.002626,0.002425,0.0787,0.0449,0.4434,0
4.3498,-0.0746,2,0.002626,0.002425,0.0787,0.0449,0.4434,0
4.3501,-0.0614,2,0.002626,0.002425,0.0787,0.0449,0.4434,0
4.3499,-0.0525,2,0.002626,0.002425,0.0787,0.0411,0.4434,0
4.3493,-0.0452,2,0.002626,0.002425,0.0787,0.0411,0.4434,0
4.3484,-0.0359,2,0.002626,0.002425,0.0787,0.0499,0.4434,0
4.3493,-0.0279,2,0.002626,0.002425,0.0787,0.0499,0.4434,0
4.3494,-0.0219,2,0.002626,0.002425,0.0787,0.0667,0.4434,0
4.3482,-0.0185,2,0.002626,0.002425,0.0787,0.0667,0.4434,0
4.3491,-0.0139,2,0.002626,0.002425,0.0787,0.0667,0.4434,0
4.3489,-0.0033,2,0.002626,0.002425,0.0787,0.0667,0.4434,0
4.3495,0.0036,2,0.002626,0.002425,0.0787,0.0560,0.4433,0
4.3499,0.0036,2,0.002626,0.002425,0.0787,0.0560,0.4433,0
4.3498,0.0037,2,0.002626,0.002425,0.0787,0.0560,0.4432,0
4.3501,0.0068,2,0.002626,0.002425,0.0787,0.0560,0.4432,0
4.3394,0.0071,2,0.002626,0.002425,0.0787,0.0560,0.4431,0
4.3377,0.0065,2,0.002626,0.002425,0.0787,0.0560,0.4431,0
4.3365,0.0059,2,0.002626,0.002425,0.0787,0.0560,0.4430,0
4.3371,0.0079,2,0.002626,0.002425,0.0787,0.0560,0.4430,0
4.3369,0.0089,2,0.002626,0.002425,0.0787,0.0560,0.4429,0
4.3369,0.008,2,0.002626,0.002425,0.0787,0.0560,0.4429,0
4.3364,0.0074,2,0.002626,0.002425,0.0787,0.0560,0.4428,0
4.3372,0.0047,2,0.002626,0.002425,0.0787,0.0560,0.4427,0
4.3381,0.0181,2,0.002626,0.002425,0.0787,0.0560,0.4427,0
4.3367,0.039,2,0.002626,0.002425,0.0787,0.0560,0.4426,0
4.3371,0.0692,2,0.002626,0.002425,0.0787,0.0560,0.4426,0
4.3383,0.0906,2,0.002626,0.002425,0.0787,0.0560,0.4425,0
4.3371,0.0414,2,0.002626,0.002425,0.0787,0.0560,0.4425,0
4.3364,-0.0127,2,0.002626,0.002425,0.0787,0.0560,0.4425,0
4.3371,-0.0542,2,0.002626,0.002425,0.0787,0.0560,0.4424,0
4.3364,-0.0695,2,0.002626,0.002425,0.0787,0.0560,0.4424,0
4.3374,-0.0679,2,0.002626,0.002425,0.0787,0.0560,0.4423,0
4.3375,-0.0527,2,0.002626,0.002425,0.0787,0.0560,0.4423,0
4.336,-0.0533,2,0.002626,0.002425,0.0787,0.0560,0.4423,0
4.3374,0.0084,2,0.002626,0.002425,0.0787,0.0560,0.4423,0
4.3371,0.4842,2,0.002626,0.002425,0.0787,0.0581,0.4423,0
4.3367,0.2661,2,0.002626,0.002425,0.0787,0.0581,0.4423,0
4.3349,-0.2334,2,0.002626,0.002425,0.0787,0.0462,0.4423,0
4.3253,-0.3528,2,0.002626,0.002425,0.0787,0.0462,0.4423,0
4.3261,-0.1172,2,0.002626,0.002425,0.0787,0.0686,0.4424,0
4.325,-0.0054,2,0.002626,0.002425,0.0787,0.0686,0.4424,0
4.3241,0.0296,2,0.002626,0.002425,0.0787,0.0654,0.4424,0
4.3243,0.0465,2,0.002626,0.002425,0.0787,0.0654,0.4424,0
4.3259,0.0606,2,0.002626,0.002425,0.0787,0.0841,0.4425,0
4.3255,0.0731,2,0.002626,0.002425,0.0787,0.0841,0.4425,0
4.3262,0.0821,2,0.002626,0.002425,0.0787,0.0660,0.4425,0
4.3243,0.0999,2,0.002626,0.002425,0.0787,0.0542,0.4425,0
4.3238,0.1273,2,0.002626,0.002425,0.0787,0.0542,0.4425,0
4.3251,0.1571,2,0.002626,0.002425,0.0787,0.0542,0.4425,0
4.3257,0.1856,2,0.002626,0.002425,0.0787,0.0542,0.4425,0
4.3245,0.1972,2,0.002626,0.002425,0.0787,0.0742,0.4424,0
4.3243,0.1852,2,0.002626,0.002425,0.0787,0.0742,0.4424,0
4.3245,0.0911,2,0.002626,0.002425,0.0787,0.0742,0.4424,0
4.3247,-0.0681,2,0.002626,0.002425,0.0787,0.0742,0.4425,0
4.3245,-0.1928,2,0.002626,0.002425,0.0787,0.0742,0.4425,0
4.3243,-0.2559,2,0.002626,0.002425,0.0787,0.0789,0.4425,0
4.3245,-0.2591,2,0.002626,0.002425,0.0787,0.0789,0.4425,0
4.3253,-0.2361,2,0.002626,0.002425,0.0787,0.0924,0.4425,0
4.3252,-0.1974,2,0.002626,0.002425,0.0787,0.0924,0.4425,0
4.3247,-0.1645,2,0.002626,0.002425,0.0787,0.0834,0.4425,0
4.3228,-0.1351,2,0.002626,0.002425,0.0787,0.0834,0.4425,0
4.3123,-0.1132,2,0.002626,0.002425,0.0787,0.0575,0.4425,0
4.3118,-0.0876,2,0.002626,0.002425,0.0787,0.0575,0.4425,0
4.3121,-0.0676,2,0.002626,0.002425,0.0787,0.0509,0.4425,0
4.3137,-0.051,2,0.002626,0.002425,0.0787,0.0509,0.4425,0
4.3123,-0.043,2,0.002626,0.002425,0.0787,0.0674,0.4425,0
4.3137,-0.0371,2,0.002626,0.002425,0.0787,0.0674,0.4425,0
4.3121,-0.0303,2,0.002626,0.002425,0.0787,0.0741,0.4425,0
4.3131,-0.0256,2,0.002626,0.002425,0.0787,0.0741,0.4425,0
4.3121,-0.0216,2,0.002626,0.002425,0.0787,0.0741,0.4425,0
4.312,-0.0144,2,0.002626,0.002425,0.0787,0.0741,0.4425,0
4.3127,-0.0109,2,0.002626,0.002425,0.0787,0.0446,0.4424,0
4.3127,-0.0059,2,0.002626,0.002425,0.0787,0.0446,0.4424,0
4.312,-0.0016,2,0.002626,0.002425,0.0787,0.0446,0.4423,0
4.3127,0.0013,2,0.002626,0.002425,0.0787,0.0446,0.4423,0
4.3131,0.0036,2,0.002626,0.002425,0.0787,0.0446,0.4423,0
4.3121,0.0048,2,0.002626,0.002425,0.0787,0.0446,0.4423,0
4.3123,0.0107,2,0.002626,0.002425,0.0787,0.0446,0.4423,0
4.3123,0.0101,2,0.002626,0.002425,0.0787,0.0446,0.4423,0
4.3121,0.0117,2,0.002626,0.002425,0.0787,0.0651,0.4422,0
4.3135,0.0109,2,0.002626,0.002425,0.0787,0.0651,0.4422,0
4.3125,0.0216,2,0.002626,0.002425,0.0787,0.0651,0.4421,0
4.3123,0.0449,2,0.002626,0.002425,0.0787,0.0651,0.4420,0
4.3131,0.0686,2,0.002626,0.002425,0.0787,0.0651,0.4420,0
4.3137,0.1035,2,0.002626,0.002425,0.0787,0.0651,0.4419,0
4.3121,0.06,2,0.002626,0.002425,0.0787,0.0651,0.4419,0
4.3129,-0.0001,2,0.002626,0.002425,0.0787,0.0651,0.4419,0
4.3035,-0.0417,2,0.002626,0.002425,0.0787,0.0651,0.4419,0
4.2992,-0.0657,2,0.002626,0.002425,0.0787,0.0651,0.4419,0
4.3003,-0.0627,2,0.002626,0.002425,0.0787,0.0574,0.4419,0
4.3015,-0.0534,2,0.002626,0.002425,0.0787,0.0574,0.4419,0
4.3009,-0.0444,2,0.002626,0.002425,0.0787,0.0544,0.4419,0
4.3001,-0.0221,2,0.002626,0.002425,0.0787,0.0519,0.4419,0
4.3011,0.4215,2,0.002626,0.002425,0.0787,0.0519,0.4419,0
4.2991,0.3445,2,0.002626,0.002425,0.0787,0.0519,0.4419,0
4.3003,-0.1997,2,0.002626,0.002425,0.0787,0.0519,0.4419,0
4.3003,-0.3716,2,0.002626,0.002425,0.0787,0.0745,0.4418,0
4.3003,-0.156,2,0.002626,0.002425,0.0787,0.0745,0.4418,0
4.3001,-0.012,2,0.002626,0.002425,0.0787,0.0745,0.4417,0
4.3009,0.0211,2,0.002626,0.002425,0.0787,0.0745,0.4417,0
4.2991,0.0405,2,0.002626,0.002425,0.0787,0.0745,0.4417,0
4.3018,0.0548,2,0.002626,0.002425,0.0787,0.0826,0.4417,0
4.3001,0.0692,2,0.002626,0.002425,0.0787,0.0826,0.4417,0
4.3009,0.0836,2,0.002626,0.002425,0.0787,0.0826,0.4417,0
4.3001,0.0998,2,0.002626,0.002425,0.0787,0.0578,0.4417,0
4.3001,0.1217,2,0.002626,0.002425,0.0787,0.0578,0.4417,0
4.3013,0.1504,2,0.002626,0.002425,0.0787,0.0694,0.4417,0
4.3009,0.1782,2,0.002626,0.002425,0.0787,0.0557,0.4417,0
4.3015,0.1978,2,0.002626,0.002425,0.0787,0.0549,0.4417,0
4.2972,0.1822,2,0.002626,0.002425,0.0787,0.0549,0.4417,0
4.2891,0.0928,2,0.002626,0.002425,0.0787,0.0549,0.4417,0
